ObjID,ra,dec,u,g,r,i,z
1237666299433585287,299.98794322,-1.0065404,23.690765,23.970238,22.01112,20.90564,20.101643
1237666299433585299,299.99169337,-0.98607281,21.837563,19.353914,18.37336,17.924904,17.702219
1237666299433585300,299.98922447,-0.98632664,22.952206,21.803017,20.119406,18.65905,17.900997
1237666299433585301,299.9913934,-0.98494317,23.732504,22.864742,22.077623,21.404724,20.758604
1237666299433585302,299.9904059,-0.98682159,26.02931,22.427864,22.205341,21.622423,21.352375
1237666299433585355,300.00652117,-1.01320263,20.860886,19.44982,18.777945,18.417629,18.279539
1237666299433585849,300.00824299,-1.01621074,21.141949,20.000721,19.236197,18.831604,18.726732
1237666299433585850,300.00952178,-1.01455223,23.032604,22.054668,20.596888,20.066025,19.924747
1237666299433585852,300.01898388,-1.00129308,21.117218,23.718197,24.223101,23.26778,22.438444
1237666299433585962,299.98182473,-1.00102027,23.307961,21.104633,20.045244,19.462152,19.366314
1237666299433585963,299.98299192,-1.00179129,25.647123,22.81661,21.029095,20.345465,19.996887
1237666299433585981,299.98552827,-1.0055779,23.53274,21.03875,19.941868,19.388821,19.211576
1237666299433585982,299.98525319,-1.00621688,22.568907,21.208546,20.803631,20.364822,20.310904
1237666299433585983,299.98520751,-1.00424118,25.315346,26.033216,24.122538,22.056562,21.911938
1237666299433586745,299.9808132,-0.99885766,23.480368,23.031055,21.021,20.492502,20.180439
1237666299433586750,299.9831782,-1.00792048,27.082417,22.193611,20.636675,19.853172,19.310785
1237666299433586761,299.98431098,-1.01081807,23.01119,22.602798,21.579491,20.800161,20.418091
1237666299433586768,299.98522116,-1.00249748,25.54517,23.488527,21.928038,21.693151,20.968849
1237666299433586830,300.00856236,-0.98283077,26.585215,23.253622,21.031435,20.38183,20.361317
1237666299433586847,300.01333414,-1.00845678,25.478123,23.818926,21.892334,21.11083,20.843563
1237666299433587272,299.98685121,-0.9873553,23.21356,24.381773,22.978773,20.716106,19.763327
1237666299433587306,300.00611456,-1.01661861,23.535975,23.124632,22.717834,21.450024,21.986773
1237666299433587317,300.01147557,-1.01355063,23.154732,22.362982,21.641424,20.73176,20.124882
1237666299433587318,300.01283742,-1.01313276,26.125576,25.525543,22.453671,21.612455,22.234592
1237666299433587319,300.01300848,-1.0114132,24.139868,24.547464,23.32806,21.386173,20.553181
1237666299433587322,300.01558783,-1.01113262,24.657511,25.685673,22.840925,21.487276,20.732782
1237666299433519503,299.97459407,-1.01231077,20.336124,19.18539,18.52549,18.302902,18.026594
1237666299433520240,299.97478433,-0.99497173,21.37892,26.661449,25.638035,25.916588,22.833847
1237666299433520944,299.97317538,-1.00770922,26.019768,24.789478,22.214096,21.620838,21.420336
1237666299433520945,299.97220752,-1.00347646,23.29113,25.249647,23.862949,22.164701,21.860197
1237666299433520946,299.97323131,-1.00597286,26.062056,23.376234,22.716482,21.662199,22.358093
1237666299433520959,299.97490037,-0.99213674,21.513966,20.309595,19.646015,19.422104,19.086231
1237666299433521472,299.97251672,-0.99704602,25.007545,22.453115,21.474865,20.510118,20.274265
1237666299433521473,299.97359259,-0.99760483,23.602402,22.828665,21.175604,20.878809,20.42145
1237666299433521474,299.97214883,-0.99799092,24.456251,24.420795,22.213148,21.02438,20.448174
1237666299433582883,299.9995613,-1.02142139,16.296434,14.548833,13.716277,15.570219,13.112309
1237666299433582884,300.00173052,-1.0233592,21.388119,19.81739,18.940958,18.476706,18.444969
1237666299433582885,299.99816907,-1.02679096,21.784096,19.939993,19.302479,18.926794,18.839956
1237666299433582887,299.99767871,-1.02305847,23.571421,22.302649,21.310244,20.122198,19.751045
1237666299433582888,300.00162446,-1.02120125,24.042593,20.877483,26.571676,21.903028,22.732283
1237666299433582890,300.00259529,-1.01956688,24.149937,25.636292,21.913485,20.399088,20.354286
1237666299433582893,299.99846574,-1.02467266,26.320097,25.48925,25.569557,22.045788,23.644707
1237666299433582913,300.00139097,-0.97715386,17.446547,15.479761,14.586135,14.113968,13.902923
1237666299433582914,300.00200851,-0.97475918,23.520517,19.635105,18.424986,17.902174,17.687466
1237666299433582915,299.99929837,-0.97700439,24.527731,23.222277,21.932407,21.697647,21.347782
1237666299433582916,300.00398394,-0.97668221,23.558666,24.637146,23.261822,22.230255,22.508682
1237666299433582951,300.0113182,-0.97472283,19.318077,17.610243,16.888823,16.529295,16.3894
1237666299433582952,300.01037931,-0.9746376,24.46677,22.310305,20.886984,20.469469,20.455208
1237666299433582953,300.00797616,-0.97274181,22.898619,23.83507,21.539009,20.201132,19.732285
1237666299433582955,300.00947631,-0.97377567,24.057882,24.585081,24.439096,21.175486,20.507305
1237666299433583000,300.01413955,-0.98591818,25.972931,23.434965,25.568508,22.175526,22.730488
1237666299433583063,300.01891916,-1.02005844,22.209486,20.909241,20.228439,19.867001,19.839973
1237666299433583830,299.9770541,-1.01414297,24.737293,21.554361,20.87266,20.572813,20.802979
1237666299433583840,299.97774973,-0.98485541,20.509258,18.930925,18.30537,17.96117,17.812384
1237666299433583841,299.97750575,-0.98360363,25.027227,24.108875,23.381935,21.568787,22.492046
1237666299433583850,299.9789529,-0.99424871,20.25951,18.360403,17.554007,17.119648,16.946051
1237666299433583851,299.98049505,-0.99449151,23.211489,21.41894,20.808544,20.43288,20.330475
1237666299433583852,299.97836936,-0.99527472,23.693689,25.352741,23.982317,21.304871,22.527006
1237666299433583854,299.97905455,-0.98121538,19.735115,18.213186,17.44943,17.032488,16.865578
1237666299433583891,299.98158096,-0.99037173,20.341127,18.554747,17.748974,17.315069,17.157875
1237666299433583892,299.98099875,-0.99162965,22.132961,20.969189,20.178045,19.661894,19.496815
1237666299433583918,299.98410233,-1.01323123,20.433916,19.020393,18.384735,18.034084,17.921009
1237666299433583919,299.98685402,-1.01406172,21.010527,19.50359,18.773161,18.472654,18.282255
1237666299433583920,299.98127557,-1.01277818,25.35092,24.579899,22.209221,22.301527,22.128733
1237666299433583924,299.98526162,-0.97745902,20.137882,18.85956,18.274929,17.942043,17.838757
1237666299433583925,299.9861271,-0.97879794,21.359898,20.185089,19.586704,19.253674,19.20253
1237666299433583926,299.98576481,-0.9757253,23.236418,20.928108,20.275631,19.979786,20.057554
1237666299433583927,299.98434853,-0.97656587,26.155169,24.660839,21.888626,20.626503,20.395044
1237666299433583928,299.98706296,-0.97962549,24.194054,23.755217,22.811529,21.550688,20.536404
